time,Test_id,BL_x,BL_y,BL_z,BP_x,BP_y,BP_z,AP_x,AP_y,AP_z,AL_x,AL_y,AL_z
2021-01-02 12:54:00,4d,2.84594,4.00659,2.05677,2.46294,6.13262,3.95456,1.15833,0.7957,0.38015,3.09518,0.69012,1.85579
2021-01-02 12:54:00,4d,2.91128,5.06493,2.25257,3.17993,4.35551,4.35904,1.05067,0.92452,0.45008,2.91931,0.74467,1.94096
2021-01-02 12:54:00,4d,2.53525,3.78038,2.05072,4.35409,2.52352,9.26585,1.19416,0.84452,0.46196,2.94643,0.72799,1.89108
2021-01-02 12:54:00,4d,2.57106,3.3938,1.55696,4.25928,3.11335,10.19104,1.38026,0.5292,0.24528,2.80915,0.92286,1.88815
2021-01-02 12:54:00,4d,3.11672,1.38261,1.54745,3.17285,5.85792,8.22514,1.23297,0.60485,0.39954,2.9525,0.86389,2.01961
2021-01-02 12:54:00,4d,3.49207,3.3489,2.2272,2.59848,6.03383,4.55156,1.2254,0.87063,0.4179,2.99463,0.95553,2.09058
2021-01-02 12:54:00,4d,3.03895,3.77117,2.32087,2.88159,5.06245,3.86062,1.06464,0.85607,0.44273,2.48588,1.0944,1.9805
2021-01-02 12:54:00,4d,2.52659,4.59348,2.42823,4.06432,2.84153,8.42334,1.43684,0.53764,0.37586,2.5766,0.99659,1.97296
2021-01-02 12:54:00,4d,3.04381,5.01742,2.4394,3.96141,3.42249,10.56422,1.73613,0.4084,0.38832,2.95182,0.71382,1.88793
2021-01-02 12:54:00,4d,2.82876,3.17541,1.81089,3.87292,5.64198,9.33828,1.18364,0.66371,0.34457,2.91312,0.62968,1.8428
2021-01-02 12:54:00,4d,2.65471,1.66507,1.39288,3.07266,6.06361,4.85055,0.84532,0.8807,0.51128,2.84936,0.71359,1.91503
2021-01-02 12:54:00,4d,3.32052,3.34865,2.12986,2.83786,5.08599,3.43791,1.10186,1.01932,0.50487,3.0892,0.74385,1.86466
2021-01-02 12:54:00,4d,3.4576,5.38689,2.82547,3.63315,3.20426,7.30979,1.2664,0.61567,0.30417,2.7265,0.8772,1.91817
2021-01-02 12:54:00,4d,2.8933,4.9091,3.0851,4.10695,3.05748,10.35469,1.39392,0.6065,0.41254,3.04803,0.81534,1.93965
2021-01-02 12:54:00,4d,2.95969,4.51822,2.69325,3.50553,5.86083,9.00578,1.17978,0.95661,0.38374,2.69842,0.94076,2.03403
2021-01-02 12:54:00,4d,2.83982,2.96551,2.07288,2.5717,5.81199,4.03796,1.18924,0.73841,0.45424,2.59506,0.92561,1.99846
2021-01-02 12:54:00,4d,3.03196,2.04984,1.81028,3.87109,3.48986,6.26143,1.19566,0.6187,0.3851,2.98332,0.82901,1.95512
2021-01-02 12:54:00,4d,3.47942,3.90414,2.41983,4.28611,2.54763,7.90166,1.37235,0.43622,0.31363,2.95986,0.81495,1.89576
2021-01-02 12:54:00,4d,3.01899,5.36589,3.04801,4.30544,3.33496,11.01902,1.25919,0.43539,0.24816,3.15896,0.72063,1.97114
2021-01-02 12:54:00,4d,2.07604,4.57804,3.2451,3.74307,5.07181,9.44016,1.15203,0.8079,0.46771,3.05313,0.68496,1.8965
2021-01-02 12:54:00,4d,2.84007,4.43454,2.98017,3.20875,5.48242,7.40245,0.98745,1.06146,0.52103,2.92885,0.87176,1.88815
2021-01-02 12:54:00,4d,2.88157,3.18279,2.2312,2.98154,4.69955,4.34005,1.29213,0.66934,0.28424,2.83905,0.94915,1.9244
2021-01-02 12:54:00,4d,2.87939,1.84429,1.86221,4.37767,2.56491,7.80051,1.62762,0.54486,0.34568,2.84031,0.93356,2.03578
2021-01-02 12:54:00,4d,3.1883,3.27772,2.50725,4.26141,2.82969,9.83887,1.13649,0.73391,0.29867,2.75204,0.97382,2.19777
2021-01-02 12:54:00,4d,3.43309,5.24687,3.09532,3.6691,5.18305,9.45127,0.95368,0.86058,0.37792,2.90874,0.90724,2.10631
2021-01-02 12:54:00,4d,2.8216,5.24318,3.58783,2.94757,5.46088,7.02924,1.13431,0.65208,0.45712,2.69034,1.00162,2.0098
2021-01-02 12:54:00,4d,2.78923,4.02002,3.2291,2.27549,4.85093,4.27995,1.41485,0.43467,0.37143,2.99815,0.70108,1.96839
2021-01-02 12:54:00,4d,2.63905,3.26331,2.21534,4.02097,2.84427,7.39975,1.53243,0.51517,0.32319,3.19706,0.64226,1.88336
2021-01-02 12:55:00,4d,3.1555,2.81706,2.49035,4.25654,3.86032,10.43664,1.19693,0.75943,0.39198,3.1806,0.69839,1.91666
2021-01-02 12:55:00,4d,2.86896,3.82943,2.86477,3.4704,4.85792,9.20601,1.01005,0.96867,0.43822,3.25427,0.78142,1.88907
2021-01-02 12:55:00,4d,2.63259,4.8594,3.61821,2.67952,4.92613,5.73064,1.1529,0.89728,0.27947,2.74659,0.93152,1.93963
2021-01-02 12:55:00,4d,3.00182,5.53876,3.91447,2.76578,4.5694,4.6662,1.20544,0.4045,0.31113,2.63124,0.88666,1.93679
2021-01-02 12:55:00,4d,2.77117,3.79996,3.31426,4.05436,2.66951,7.84276,1.14918,0.68101,0.31105,2.64993,0.92628,2.07628
2021-01-02 12:55:00,4d,1.996,2.22212,2.33684,4.16866,3.60481,10.01756,1.04512,0.79387,0.3248,2.90935,0.94838,1.97907
2021-01-02 12:55:00,4d,2.90679,1.86848,2.45432,3.41511,5.08711,8.48569,0.91128,0.74726,0.45166,3.09954,0.86835,1.90496
2021-01-02 12:55:00,4d,2.99731,4.20944,2.94102,2.54909,4.5816,5.28922,1.38399,0.37341,0.27783,3.02954,0.8114,1.92864
2021-01-02 12:55:00,4d,2.62677,4.73548,3.62333,4.44274,3.00357,8.11249,1.2688,0.43913,0.28686,3.04937,0.62839,1.93821
2021-01-02 12:55:00,4d,2.48714,3.97972,3.89403,4.2168,2.66411,7.53676,0.94575,0.96541,0.49813,2.84126,0.74442,1.94872
2021-01-02 12:55:00,4d,2.61833,3.84571,3.0868,4.00488,4.20176,10.23627,1.01179,0.97549,0.46302,2.65741,0.91508,1.89442
2021-01-02 12:55:00,4d,2.70111,2.61157,2.31731,3.42406,5.18263,7.79099,1.39953,0.73718,0.31814,2.67465,0.96583,1.96214
2021-01-02 12:55:00,4d,2.53698,3.10976,2.59186,2.66646,4.4619,5.55533,1.31618,0.51717,0.26074,2.77746,0.90575,1.84888
2021-01-02 12:55:00,4d,2.88064,4.52341,3.46707,3.96024,3.32632,7.28251,1.47732,0.63365,0.34577,2.74938,0.91796,1.95795
2021-01-02 12:55:00,4d,2.78998,4.70557,3.98502,3.86687,2.22492,7.98574,1.02656,0.89093,0.38384,2.97383,0.94179,2.05343
2021-01-02 12:55:00,4d,2.95478,5.33292,4.07081,4.36635,3.50507,8.91462,0.94912,0.8074,0.34222,2.94041,0.96343,1.94952
2021-01-02 12:55:00,4d,2.5098,3.20892,3.18444,3.49473,5.21171,8.11229,1.32159,0.62914,0.37868,3.08244,0.78612,1.90447
2021-01-02 12:55:00,4d,2.3878,2.0536,2.2759,2.98357,4.82283,6.1485,1.43921,0.33964,0.31355,3.23594,0.72867,1.93539
2021-01-02 12:55:00,4d,3.01451,3.02215,2.88453,4.12036,3.17254,8.05786,1.10426,0.60565,0.29611,3.27122,0.66328,2.02504
2021-01-02 12:55:00,4d,3.1554,5.39516,3.95609,4.09481,2.56724,8.06249,0.96899,0.89599,0.45254,2.8895,0.7809,1.90082
2021-01-02 12:55:00,4d,2.63695,4.93759,4.24393,4.13725,3.35944,8.2811,0.99181,1.04404,0.50286,2.98824,0.84473,1.87228
2021-01-02 12:55:00,4d,2.80581,3.29289,3.67533,4.12079,4.55106,9.59436,0.95549,0.74652,0.36035,2.88057,0.8956,2.03112
2021-01-02 12:55:00,4d,2.10721,1.94666,2.54226,3.47354,5.55742,7.69976,1.23219,0.49692,0.26573,2.63037,0.98649,2.03826
2021-01-02 12:55:00,4d,3.08312,1.95152,2.40045,2.82465,5.02128,5.36799,1.20216,0.80141,0.45735,2.6793,1.03182,2.03846
2021-01-02 12:55:00,4d,2.81577,3.93294,3.03556,4.12354,2.80587,8.56061,1.07037,0.86902,0.41749,2.74491,0.87165,1.99063
2021-01-02 12:55:00,4d,2.72199,4.13021,3.88437,4.29186,2.75808,8.01771,1.11068,0.7829,0.34524,2.71762,0.73172,1.98111
2021-01-02 12:55:00,4d,3.17625,5.02251,4.09292,4.43807,3.76242,9.43413,1.40113,0.54783,0.42456,3.40939,0.60353,1.96915
2021-01-02 12:56:00,4d,2.50898,4.00991,3.57537,3.66768,5.69033,8.62583,1.59573,0.42043,0.28991,3.23533,0.6097,1.85616
2021-01-02 12:56:00,4d,2.6311,2.23148,2.96277,2.83209,5.09242,5.15819,1.26956,0.69904,0.37854,2.74651,0.83297,1.86967
2021-01-02 12:56:00,4d,3.0448,2.46986,2.43903,3.84667,3.03359,8.18482,0.84033,1.00171,0.49182,3.08435,0.92401,1.84504
2021-01-02 12:56:00,4d,2.90973,2.7181,2.61487,4.26422,2.72033,9.03243,0.98343,1.0101,0.4335,2.89428,0.88749,1.93373
2021-01-02 12:56:00,4d,3.07123,4.00822,3.57328,4.00027,3.75155,8.14905,1.21453,0.58503,0.27235,2.81666,0.89228,1.92334
2021-01-02 12:56:00,4d,2.44787,4.50742,4.01239,3.63058,5.14638,8.42937,1.34094,0.51121,0.28813,2.81096,0.9244,1.99802
2021-01-02 12:56:00,4d,2.53695,2.82873,3.44571,2.9696,5.65534,4.69052,1.06684,0.79797,0.34219,2.78132,0.92957,2.0146
2021-01-02 12:56:00,4d,2.64853,2.83094,2.65687,3.24464,3.38901,6.17451,1.02305,0.7965,0.34876,2.93157,0.87625,1.99449
2021-01-02 12:56:00,4d,2.49826,2.05449,2.37563,4.28921,2.10387,9.1157,1.15314,0.71456,0.42222,3.19376,0.76199,1.89004
2021-01-02 12:56:00,4d,3.14757,3.80685,2.8892,3.96088,4.56306,8.56136,1.22341,0.52438,0.36913,3.01972,0.72283,1.87094
2021-01-02 12:56:00,4d,2.92022,3.19279,3.34217,3.40142,6.1273,7.63967,1.23419,0.51059,0.295,3.03711,0.74674,1.92215
2021-01-02 12:56:00,4d,2.93583,3.25536,3.79417,2.74808,5.57692,4.81996,0.99057,0.99117,0.51697,2.93641,0.8462,1.88199
2021-01-02 12:56:00,4d,2.73305,3.55768,3.3141,3.92991,2.59322,8.35263,1.07877,0.89092,0.39722,2.95269,0.88526,2.02543
2021-01-02 12:56:00,4d,2.51096,1.62977,2.40452,4.36552,3.12009,8.85806,1.3649,0.60646,0.33496,2.54514,0.88541,2.04612
2021-01-02 12:56:00,4d,2.93939,1.67743,1.84499,4.18799,4.83724,9.3945,1.49103,0.59811,0.33375,2.60191,0.94472,2.00296
2021-01-02 12:56:00,4d,2.81375,3.24654,2.38229,3.21217,6.57598,6.41222,0.99417,0.8534,0.36691,2.69523,0.99141,2.0102
2021-01-02 12:56:00,4d,2.93588,4.00598,3.50104,2.45381,4.88199,4.58819,1.06846,0.75523,0.41423,2.77809,0.89489,1.92567
2021-01-02 12:56:00,4d,2.55499,2.66614,3.45573,3.92718,2.17263,8.9314,1.08282,0.5763,0.45088,3.21453,0.694,1.86808
2021-01-02 12:56:00,4d,2.91773,3.04101,3.00824,4.2728,2.93349,8.97125,1.41484,0.45609,0.38346,3.39878,0.65089,1.98536
2021-01-02 12:56:00,4d,2.54358,2.03318,2.0651,4.1152,5.15696,9.65732,1.5781,0.58791,0.35065,2.88574,0.80279,1.95224
2021-01-02 12:56:00,4d,2.48195,2.38314,1.8022,3.45211,6.52066,7.09804,1.1988,0.97659,0.54449,2.94721,0.83431,1.94191
2021-01-02 12:56:00,4d,3.0153,2.702,2.14853,2.67035,5.33178,4.62066,1.1207,0.85742,0.37895,2.74938,0.86975,1.90685
2021-01-02 12:56:00,4d,2.72244,3.29869,2.84556,4.4669,2.15744,9.43686,1.34321,0.55544,0.27836,2.77619,0.83497,1.98741
2021-01-02 12:56:00,4d,2.70312,3.43845,3.14894,3.97628,3.3918,9.08293,1.24901,0.55982,0.33672,2.78871,0.98553,2.13924
2021-01-02 12:56:00,4d,2.58239,2.33211,2.72522,4.0966,4.65522,9.47163,1.13897,0.88227,0.49782,2.75236,0.96849,1.96155
2021-01-02 12:56:00,4d,3.07547,2.45785,1.74548,3.16155,6.64656,6.54033,0.9681,0.85675,0.41732,2.97635,0.87513,1.86566
2021-01-02 12:56:00,4d,3.0658,1.48204,1.59735,2.59043,5.99254,4.2801,1.26314,0.4394,0.4389,3.21232,0.76093,2.0081
2021-01-02 12:56:00,4d,2.89334,2.86813,1.97048,4.04048,2.40178,8.86157,1.46677,0.37167,0.38462,3.16018,0.67095,1.98365
2021-01-02 12:57:00,4d,2.97227,2.5757,2.57152,4.3727,3.15294,9.36226,1.15697,0.48619,0.26375,3.04585,0.7113,1.99481
2021-01-02 12:57:00,4d,2.88654,3.07693,2.77664,3.93979,4.53424,9.70473,1.16541,0.87817,0.44653,2.86316,0.87481,1.9075
2021-01-02 12:57:00,4d,2.61034,3.21589,2.3315,3.74649,6.87183,7.71096,1.08106,0.96164,0.52455,2.82366,0.87551,1.86994
2021-01-02 12:57:00,4d,2.30637,2.10652,1.59527,2.76358,5.87387,4.1265,1.40466,0.6892,0.32364,2.85809,0.87211,1.87518
2021-01-02 12:57:00,4d,2.70825,2.48676,1.38536,3.34326,3.37877,7.63209,1.69419,0.66875,0.34581,2.79696,0.91882,1.97725
2021-01-02 12:57:00,4d,2.65322,2.38055,1.81255,4.16055,3.36044,9.53256,1.44641,0.87578,0.4502,2.74131,1.0336,1.95996
2021-01-02 12:57:00,4d,2.50572,2.96001,2.38488,3.99473,5.027,9.24191,1.03093,0.94156,0.36166,2.84903,0.88541,1.92358
2021-01-02 12:57:00,4d,2.55297,2.36737,2.31789,3.40375,6.411,8.76163,1.0032,0.68182,0.46277,2.909,0.80023,2.02805
2021-01-02 12:57:00,4d,3.31473,2.95881,1.81865,2.73931,6.10755,3.84033,1.14013,0.50994,0.5113,3.13309,0.66237,1.82633
2021-01-02 12:57:00,4d,2.94096,2.63296,1.33474,2.78999,4.54484,4.96003,1.43004,0.47974,0.26179,2.93624,0.67369,1.91851
2021-01-02 12:57:00,4d,2.3547,2.54876,1.33226,4.22391,2.42657,9.00666,1.16722,0.76053,0.47978,3.00714,0.69527,1.94549
2021-01-02 13:05:00,5,0.15982,0.16972,0.15656,0.15937,0.16898,0.11857,0.94086,0.34723,0.22908,3.10333,0.76144,2.08515
2021-01-02 13:05:00,5,0.14645,0.12574,0.12575,0.15182,0.16198,0.14836,1.41919,0.51263,0.29762,3.26887,0.78635,1.93685
2021-01-02 13:05:00,5,0.144,0.15014,0.12528,0.15788,0.15191,0.10624,1.15536,0.80421,0.37071,3.14287,0.70783,1.9208
2021-01-02 13:05:00,5,0.18888,0.14002,0.14351,0.24889,0.22081,0.12888,1.05291,0.9482,0.48456,3.1031,0.85211,2.03173
2021-01-02 13:05:00,5,0.15235,0.1315,0.13475,0.22683,0.1628,0.1238,1.20027,0.61578,0.37416,2.95688,0.95615,2.08594
2021-01-02 13:05:00,5,0.16547,0.13712,0.13502,0.18901,0.13954,0.13283,1.40796,0.5803,0.2779,2.66521,1.10387,2.14152
2021-01-02 13:05:00,5,0.16571,0.1448,0.09673,0.13562,0.18264,0.14067,1.17105,0.91066,0.4582,2.90008,0.94921,1.97465
2021-01-02 13:05:00,5,0.14467,0.15154,0.12641,0.18674,0.17456,0.13533,0.86444,0.98111,0.41139,3.30077,0.82994,2.04648
2021-01-02 13:05:00,5,0.14339,0.10267,0.10042,0.20932,0.20783,0.11913,1.26901,0.59953,0.35881,3.13661,0.79767,2.12303
2021-01-02 13:05:00,5,0.18896,0.12776,0.14237,0.18824,0.15848,0.13942,1.44175,0.43509,0.34022,3.04723,0.74538,2.05137
2021-01-02 13:05:00,5,0.16911,0.12557,0.12169,0.11863,0.16094,0.12168,1.34322,0.4448,0.35049,3.00976,0.87339,1.95907
2021-01-02 13:06:00,5,0.11123,0.12941,0.11179,0.21362,0.13519,0.15425,0.94829,0.82572,0.43632,3.23232,0.846,1.94036
2021-01-02 13:06:00,5,0.17005,0.13044,0.12499,0.19705,0.15592,0.12143,1.04855,0.95764,0.45134,3.03078,0.85927,2.03459
2021-01-02 13:06:00,5,0.18123,0.14992,0.12975,0.2094,0.12953,0.14828,1.20418,0.65828,0.28449,2.98687,0.89442,2.03904
2021-01-02 13:06:00,5,0.15622,0.14558,0.1277,0.16822,0.14864,0.1296,1.6236,0.70433,0.39372,3.0606,0.92925,2.16035
2021-01-02 13:06:00,5,0.16112,0.15313,0.11717,0.19676,0.12525,0.13959,1.42007,0.86743,0.4799,2.80664,1.1508,2.13646
2021-01-02 13:06:00,5,0.12992,0.15477,0.11105,0.15784,0.12796,0.10554,1.02739,0.96674,0.3881,3.00047,0.88057,2.0596
2021-01-02 13:06:00,5,0.13329,0.13898,0.16952,0.20041,0.17683,0.12508,1.17835,0.68675,0.47555,3.26014,0.66159,2.00016
2021-01-02 13:06:00,5,0.1535,0.11235,0.10457,0.2017,0.13809,0.10572,1.50239,0.47441,0.36661,3.32655,0.72969,2.01277
2021-01-02 13:06:00,5,0.1462,0.12927,0.15246,0.13863,0.12484,0.11265,1.46789,0.45864,0.29197,3.32405,0.76966,1.93846
2021-01-02 13:06:00,5,0.16123,0.15368,0.12941,0.16715,0.12622,0.11872,1.40048,0.86696,0.45397,3.00959,0.91435,1.92053
2021-01-02 13:06:00,5,0.17415,0.15458,0.15155,0.18531,0.18897,0.14659,1.01432,1.02885,0.43659,3.07857,0.88872,2.00262
2021-01-02 13:06:00,5,0.10719,0.12942,0.12642,0.20397,0.16452,0.1097,1.25759,0.84194,0.39917,3.10693,0.8876,2.09213
2021-01-02 13:06:00,5,0.21184,0.12934,0.10748,0.16372,0.11746,0.12949,1.49731,0.60092,0.34169,3.03379,0.95748,2.20581
2021-01-02 13:06:00,5,0.18389,0.13878,0.09707,0.1906,0.13562,0.13502,1.18284,0.70092,0.35517,2.73658,1.03849,2.11063
2021-01-02 13:06:00,5,0.13092,0.19718,0.10669,0.24353,0.15072,0.22908,1.35486,0.906,0.40937,3.05378,0.95442,1.97479
2021-01-02 13:06:00,5,0.16396,0.13306,0.12316,0.18955,0.14088,0.12854,1.13695,0.89764,0.39861,3.23851,0.73552,1.95333
2021-01-02 13:06:00,5,0.15705,0.13559,0.10521,0.19706,0.12851,0.14054,1.30303,0.58441,0.45761,3.23805,0.66691,2.03449
2021-01-02 13:06:00,5,0.22107,0.12568,0.12518,0.20427,0.08887,0.11692,1.49296,0.41534,0.33725,3.18121,0.78414,2.04633
2021-01-02 13:06:00,5,0.18757,0.14409,0.11141,0.16102,0.10673,0.14015,1.34902,0.61759,0.3926,3.06137,0.86469,2.03021
2021-01-02 13:06:00,5,0.13872,0.10448,0.1305,0.15012,0.12212,0.12549,1.0957,0.89376,0.40213,2.92253,0.97551,2.06805
2021-01-02 13:06:00,5,0.1892,0.1394,0.12957,0.19262,0.13614,0.12104,1.16206,0.91842,0.50316,2.90762,0.88333,2.08394
2021-01-02 13:06:00,5,0.1941,0.10371,0.1563,0.18727,0.11854,0.15709,1.34578,0.5648,0.30807,2.88114,1.0177,2.09706
2021-01-02 13:06:00,5,0.16359,0.10737,0.10871,0.17351,0.13147,0.13845,1.39543,0.54966,0.29452,3.02469,1.03576,2.20634
2021-01-02 13:06:00,5,0.1543,0.13537,0.11851,0.11497,0.15844,0.13419,1.11082,0.97664,0.45385,3.20234,0.88356,2.00109
2021-01-02 13:06:00,5,0.15257,0.10911,0.1499,0.15463,0.13417,0.09161,1.12264,0.77361,0.39451,3.28283,0.77982,1.98878
2021-01-02 13:06:00,5,0.17134,0.15241,0.13634,0.21593,0.12603,0.09784,1.52767,0.58119,0.35573,3.21652,0.71009,2.0256
2021-01-02 13:06:00,5,0.17257,0.1829,0.14321,0.14389,0.17043,0.17688,1.43975,0.41183,0.29824,3.19938,0.77895,1.99113
2021-01-02 13:07:00,5,0.15396,0.14074,0.15313,0.19159,0.12912,0.1317,1.46281,0.55244,0.29823,2.992,1.01638,1.94688
2021-01-02 13:07:00,5,0.17579,0.11958,0.1146,0.2477,0.11728,0.17424,1.00586,0.93932,0.43388,2.985,1.00212,1.90847
2021-01-02 13:07:00,5,0.17467,0.14705,0.13516,0.1914,0.10658,0.11974,1.1418,0.94117,0.39798,3.17053,0.85657,2.12983
2021-01-02 13:07:00,5,0.13637,0.13201,0.12982,0.18592,0.14419,0.14802,1.23913,0.67336,0.30127,3.11878,0.92611,2.15642
2021-01-02 13:07:00,5,0.12488,0.15426,0.14531,0.14814,0.14682,0.12244,1.71169,0.64888,0.34843,2.99746,1.04986,2.1363
2021-01-02 13:07:00,5,0.1446,0.14655,0.1399,0.16071,0.10201,0.16374,1.20918,0.83674,0.35342,3.07658,0.79993,1.98836
2021-01-02 13:07:00,5,0.17432,0.12098,0.10127,0.21146,0.13566,0.10578,1.08384,0.77103,0.41361,2.91698,0.71054,1.91869
2021-01-02 13:07:00,5,0.12158,0.13109,0.11891,0.22466,0.13243,0.12888,1.22407,0.63551,0.41556,3.18839,0.68307,1.95303
2021-01-02 13:07:00,5,0.1407,0.13194,0.13573,0.20782,0.13406,0.10705,1.28234,0.54782,0.41037,3.18313,0.78489,2.07568
2021-01-02 13:07:00,5,0.14794,0.12655,0.12132,0.18141,0.13835,0.12138,1.34266,0.47137,0.32611,2.88382,0.9267,1.97851
2021-01-02 13:07:00,5,0.21399,0.10862,0.0941,0.17814,0.18866,0.16128,1.21944,0.72359,0.37205,3.02563,0.94553,1.98827
2021-01-02 13:07:00,5,0.15669,0.13245,0.12723,0.15766,0.1717,0.14358,1.06877,1.06985,0.44799,3.14788,0.88119,2.12434
2021-01-02 13:07:00,5,0.20791,0.11721,0.12076,0.23596,0.09019,0.17747,1.12404,0.71495,0.27604,2.99459,1.01867,2.20546
2021-01-02 13:07:00,5,0.16931,0.11802,0.0843,0.184,0.12516,0.14484,1.43496,0.57121,0.3387,2.97125,1.06513,2.25992
2021-01-02 13:07:00,5,0.18971,0.1405,0.1204,0.15281,0.17982,0.14657,1.19895,0.63721,0.35688,3.06391,0.84939,1.99088
2021-01-02 13:07:00,5,0.14789,0.12418,0.18174,0.19019,0.11337,0.18129,1.09414,0.89735,0.37107,3.06326,0.80193,1.93184
2021-01-02 13:07:00,5,0.17092,0.1319,0.11807,0.18142,0.11569,0.12354,0.99736,0.74722,0.42938,3.41319,0.64667,1.94728
2021-01-02 13:07:00,5,0.11644,0.17585,0.11565,0.13432,0.16017,0.11479,1.26548,0.53684,0.29599,3.15784,0.86927,2.03198
2021-01-02 13:07:00,5,0.14942,0.16421,0.12818,0.16945,0.11866,0.11607,1.5064,0.54781,0.2834,3.03367,0.86599,2.00311
2021-01-02 13:07:00,5,0.19073,0.12601,0.11708,0.15299,0.12429,0.12037,1.01526,0.85397,0.46995,2.79511,0.96625,2.01807
2021-01-02 13:07:00,5,0.14945,0.14877,0.12665,0.17277,0.15178,0.11882,0.98883,1.04743,0.37543,3.1011,0.92142,2.13789
2021-01-02 13:07:00,5,0.17699,0.15817,0.13694,0.17008,0.11709,0.13438,1.32675,0.76415,0.39717,3.11761,0.81176,2.16013
2021-01-02 13:07:00,5,0.18564,0.11932,0.10402,0.12589,0.13316,0.15514,1.42357,0.5084,0.3053,3.14206,0.96038,2.11528
2021-01-02 13:07:00,5,0.14877,0.1317,0.13606,0.09095,0.14058,0.11362,1.40507,0.6608,0.39022,3.11749,0.97512,2.07788
2021-01-02 13:07:00,5,0.11412,0.14385,0.15007,0.1234,0.14764,0.13533,1.21941,0.84833,0.42891,3.09451,0.73101,1.94412
2021-01-02 13:07:00,5,0.13475,0.13194,0.11107,0.21327,0.15743,0.14123,1.0785,0.91225,0.47454,3.13014,0.73684,1.96295
2021-01-02 13:07:00,5,0.17497,0.09649,0.13136,0.20144,0.13405,0.12402,1.29178,0.6836,0.31268,3.21571,0.74935,2.12918
2021-01-02 13:08:00,5,0.14904,0.12828,0.13687,0.19917,0.13654,0.1276,1.40864,0.50743,0.22367,2.9766,0.99895,2.1358
2021-01-02 13:08:00,5,0.13244,0.1634,0.10028,0.18592,0.14342,0.13644,1.09281,0.69512,0.38608,2.89511,0.98969,2.06978
2021-01-02 13:08:00,5,0.15795,0.19186,0.14288,0.20056,0.16137,0.15933,1.10488,1.07437,0.45978,3.05901,0.9686,2.03786
2021-01-02 13:08:00,5,0.16895,0.16223,0.13204,0.17487,0.14514,0.1136,1.14645,0.7413,0.33958,3.0252,1.03878,2.23099
2021-01-02 13:08:00,5,0.18808,0.12067,0.14858,0.22047,0.1756,0.13773,1.53166,0.48221,0.24643,2.98274,1.02117,2.28096
2021-01-02 13:08:00,5,0.14088,0.13689,0.11708,0.14003,0.10846,0.13534,1.51808,0.59261,0.33325,3.25071,0.91865,2.12182
2021-01-02 13:08:00,5,0.20417,0.14256,0.13231,0.14823,0.1422,0.14257,1.11764,0.72569,0.32047,3.00863,0.76782,1.87313
2021-01-02 13:08:00,5,0.16337,0.12406,0.14282,0.2145,0.10466,0.14786,1.15118,0.77786,0.47373,3.07085,0.72986,2.03489
2021-01-02 13:08:00,5,0.17674,0.15706,0.13639,0.21553,0.12498,0.14527,1.32314,0.74175,0.54392,3.28761,0.69209,2.096
2021-01-02 13:08:00,5,0.18999,0.12824,0.11864,0.2232,0.18273,0.10378,1.4908,0.4777,0.24731,3.13274,0.86407,2.00375
2021-01-02 13:08:00,5,0.21235,0.15371,0.11105,0.15302,0.16948,0.12499,1.51877,0.72048,0.31965,2.97897,0.98582,2.05956
2021-01-02 13:08:00,5,0.09128,0.1437,0.11552,0.22441,0.13817,0.12463,1.16413,1.0448,0.52003,2.95985,0.98524,2.08452
2021-01-02 13:08:00,5,0.14842,0.14094,0.09593,0.15635,0.13911,0.1175,0.97709,1.02143,0.30746,3.11419,0.90274,2.1651
2021-01-02 13:08:00,5,0.19991,0.11977,0.12786,0.20739,0.12087,0.11015,1.43694,0.51353,0.28535,3.15668,0.97535,2.15059
2021-01-02 13:08:00,5,0.18431,0.1172,0.10508,0.17662,0.15294,0.14587,1.43963,0.42931,0.38563,2.92311,0.87156,2.10519
2021-01-02 13:08:00,5,0.13789,0.16213,0.1405,0.14973,0.12723,0.13056,1.34292,0.62284,0.36125,3.27473,0.83758,2.1117
2021-01-02 13:08:00,5,0.16532,0.1322,0.13286,0.27604,0.11435,0.13633,1.06751,0.72811,0.42679,3.26395,0.72194,1.91754
2021-01-02 13:08:00,5,0.13177,0.11443,0.11659,0.17718,0.11395,0.13197,0.97103,0.79719,0.4386,3.27196,0.71932,1.95623
2021-01-02 13:08:00,5,0.17139,0.13214,0.11933,0.13225,0.09949,0.15231,1.6276,0.60499,0.41904,3.20414,0.74662,2.02363
2021-01-02 13:08:00,5,0.1999,0.11837,0.1015,0.14938,0.13451,0.13655,1.38402,0.52138,0.30204,2.7918,1.00404,2.04679
2021-01-02 13:08:00,5,0.1525,0.1237,0.11667,0.17201,0.13034,0.13996,1.29751,0.89769,0.43021,2.8933,1.08927,2.02774
2021-01-02 13:08:00,5,0.19915,0.12457,0.15352,0.18116,0.15575,0.14869,1.08643,1.11193,0.49827,3.05897,0.91735,2.07126
2021-01-02 13:08:00,5,0.17961,0.14833,0.14865,0.20148,0.11192,0.15168,1.37565,0.76459,0.30742,3.01397,0.85069,2.13054
2021-01-02 13:08:00,5,0.22024,0.1364,0.1242,0.18634,0.14944,0.13767,1.48056,0.46107,0.29255,3.2307,0.85397,2.12959
2021-01-02 13:08:00,5,0.1895,0.12796,0.13445,0.14994,0.11158,0.14106,1.56748,0.56788,0.32764,3.07751,0.83596,2.04464
